no,지역,대학,전과목,국어,영어,수학,사회,과학,국영수,국영수과,국영수사,국영수과사,불합
292,서울,6,4.574,4.625,4.952,4.5,3.957,4.85,4.681,4.719,4.5,4.563,1
293,서울,3,1.68,1.417,1.333,2.429,1.342,1.5,1.696,1.675,1.57,1.565,1
294,서울,3,1.68,1.417,1.333,2.429,1.342,1.5,1.696,1.675,1.57,1.565,1
295,서울,1,1.68,1.417,1.333,2.429,1.342,1.5,1.696,1.675,1.57,1.565,0
296,서울,2,1.68,1.417,1.333,2.429,1.342,1.5,1.696,1.675,1.57,1.565,0
297,서울,1,1.68,1.417,1.333,2.429,1.342,1.5,1.696,1.675,1.57,1.565,1
298,서울,2,1.68,1.417,1.333,2.429,1.342,1.5,1.696,1.675,1.57,1.565,1
299,서울,6,5.32,5.583,4.81,5.458,4.826,6.2,5.304,5.506,5.185,5.366,0
300,경기,6,5.32,5.583,4.81,5.458,4.826,6.2,5.304,5.506,5.185,5.366,1
301,서울,1,1.092,1,1,1,1,1.231,1,1.063,1,1.055,0
302,서울,4,1.092,1,1,1,1,1.231,1,1.063,1,1.055,1
303,인천,6,1.092,1,1,1,1,1.231,1,1.063,1,1.055,0
304,대전,4,1.092,1,1,1,1,1.231,1,1.063,1,1.055,1
305,부산,6,1.092,1,1,1,1,1.231,1,1.063,1,1.055,1
306,서울,1,1.092,1,1,1,1,1.231,1,1.063,1,1.055,0
307,서울,5,3.68,3.208,4.292,4.238,3.211,3,3.899,3.805,3.654,3.609,0
308,경기,5,3.68,3.208,4.292,4.238,3.211,3,3.899,3.805,3.654,3.609,0
309,서울,5,3.68,3.208,4.292,4.238,3.211,3,3.899,3.805,3.654,3.609,0
310,서울,6,3.68,3.208,4.292,4.238,3.211,3,3.899,3.805,3.654,3.609,0
311,경기,5,3.68,3.208,4.292,4.238,3.211,3,3.899,3.805,3.654,3.609,0
312,경기,5,3.68,3.208,4.292,4.238,3.211,3,3.899,3.805,3.654,3.609,0
313,경기,6,4.983,5.619,5.667,4.042,5.071,4.615,5.061,4.935,5.063,4.953,0
314,경기,6,4.983,5.619,5.667,4.042,5.071,4.615,5.061,4.935,5.063,4.953,0
315,경기,6,4.983,5.619,5.667,4.042,5.071,4.615,5.061,4.935,5.063,4.953,0
316,세종,4,4.983,5.619,5.667,4.042,5.071,4.615,5.061,4.935,5.063,4.953,0
317,경기,6,4.983,5.619,5.667,4.042,5.071,4.615,5.061,4.935,5.063,4.953,1
318,인천,6,4.983,5.619,5.667,4.042,5.071,4.615,5.061,4.935,5.063,4.953,1
319,서울,6,4.205,4.762,3.833,4.571,3.684,4.5,4.364,4.378,4.115,4.143,0
320,서울,6,4.205,4.762,3.833,4.571,3.684,4.5,4.364,4.378,4.115,4.143,0
321,대전,6,4.205,4.762,3.833,4.571,3.684,4.5,4.364,4.378,4.115,4.143,1
322,서울,6,4.205,4.762,3.833,4.571,3.684,4.5,4.364,4.378,4.115,4.143,0
323,경기,5,4.205,4.762,3.833,4.571,3.684,4.5,4.364,4.378,4.115,4.143,0
324,전북,5,4.205,4.762,3.833,4.571,3.684,4.5,4.364,4.378,4.115,4.143,0
325,서울,5,5.101,5.875,5.381,5.083,5,4.5,5.449,5.236,5.348,5.193,0
326,경기,6,5.101,5.875,5.381,5.083,5,4.5,5.449,5.236,5.348,5.193,1
327,경기,5,5.101,5.875,5.381,5.083,5,4.5,5.449,5.236,5.348,5.193,1
328,인천,6,5.101,5.875,5.381,5.083,5,4.5,5.449,5.236,5.348,5.193,0
329,인천,5,5.101,5.875,5.381,5.083,5,4.5,5.449,5.236,5.348,5.193,0
330,경기,6,5.101,5.875,5.381,5.083,5,4.5,5.449,5.236,5.348,5.193,1
331,경기,6,5.479,5.583,5.524,4.833,5.85,5.4,5.304,5.326,5.427,5.422,0
332,서울,1,1.487,1.667,1,1.952,1.448,1,1.515,1.425,1.495,1.431,0
333,서울,1,1.487,1.667,1,1.952,1.448,1,1.515,1.425,1.495,1.431,1
334,서울,2,1.487,1.667,1,1.952,1.448,1,1.515,1.425,1.495,1.431,1
335,서울,1,1.487,1.667,1,1.952,1.448,1,1.515,1.425,1.495,1.431,0
336,서울,2,1.487,1.667,1,1.952,1.448,1,1.515,1.425,1.495,1.431,0
337,서울,2,1.487,1.667,1,1.952,1.448,1,1.515,1.425,1.495,1.431,0
338,서울,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
339,경기,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
340,경기,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
341,충남,5,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
342,경기,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
343,경기,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
344,경기,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
345,서울,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,1
346,경기,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
347,서울,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
348,서울,6,6.048,5.417,6.5,6.667,5.816,6.5,6.174,6.208,6.047,6.078,0
349,경기,6,5.103,4.714,5.238,4.375,6.3,5.85,4.758,5.012,5.116,5.255,0
350,충남,6,5.103,4.714,5.238,4.375,6.3,5.85,4.758,5.012,5.116,5.255,1
351,경기,6,5.103,4.714,5.238,4.375,6.3,5.85,4.758,5.012,5.116,5.255,0
352,경기,6,5.103,4.714,5.238,4.375,6.3,5.85,4.758,5.012,5.116,5.255,0
353,경기,6,5.103,4.714,5.238,4.375,6.3,5.85,4.758,5.012,5.116,5.255,0
354,충남,6,5.103,4.714,5.238,4.375,6.3,5.85,4.758,5.012,5.116,5.255,1
355,서울,6,5.065,5.571,4.238,4.19,6.167,5,4.667,4.741,5,5,0
356,경기,5,5.065,5.571,4.238,4.19,6.167,5,4.667,4.741,5,5,0
357,서울,6,5.065,5.571,4.238,4.19,6.167,5,4.667,4.741,5,5,0
358,경기,6,5.065,5.571,4.238,4.19,6.167,5,4.667,4.741,5,5,1
359,경기,6,5.065,5.571,4.238,4.19,6.167,5,4.667,4.741,5,5,0
360,경기,6,5.065,5.571,4.238,4.19,6.167,5,4.667,4.741,5,5,0
361,서울,6,4.584,4.875,4.417,4.857,4.395,5,4.71,4.74,4.598,4.626,0
362,서울,6,4.584,4.875,4.417,4.857,4.395,5,4.71,4.74,4.598,4.626,0
363,경기,6,4.584,4.875,4.417,4.857,4.395,5,4.71,4.74,4.598,4.626,0
364,경기,6,4.584,4.875,4.417,4.857,4.395,5,4.71,4.74,4.598,4.626,0
365,경기,6,4.584,4.875,4.417,4.857,4.395,5,4.71,4.74,4.598,4.626,1
366,충남,5,4.584,4.875,4.417,4.857,4.395,5,4.71,4.74,4.598,4.626,0
367,서울,4,4.504,3.542,4.042,4.429,5.263,5,3.986,4.091,4.439,4.478,0
368,서울,2,4.504,3.542,4.042,4.429,5.263,5,3.986,4.091,4.439,4.478,0
369,경기,6,4.504,3.542,4.042,4.429,5.263,5,3.986,4.091,4.439,4.478,1
370,경기,5,2.069,2.286,1.708,1.571,1.786,2.577,1.848,2.054,1.837,2.019,0
371,서울,4,2.069,2.286,1.708,1.571,1.786,2.577,1.848,2.054,1.837,2.019,0
372,서울,1,2.069,2.286,1.708,1.571,1.786,2.577,1.848,2.054,1.837,2.019,0
373,서울,4,2.069,2.286,1.708,1.571,1.786,2.577,1.848,2.054,1.837,2.019,0
374,서울,3,2.069,2.286,1.708,1.571,1.786,2.577,1.848,2.054,1.837,2.019,0
375,경기,5,2.069,2.286,1.708,1.571,1.786,2.577,1.848,2.054,1.837,2.019,0
376,경기,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,1
377,서울,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,1
378,경기,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,1
379,서울,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,0
380,서울,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,0
381,서울,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,0
382,경기,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,1
383,경기,6,6.571,6,6.542,7.714,6.4,7,6.742,6.77,6.624,6.651,1
384,서울,6,5,4.857,5,4.286,5.414,5.643,4.727,4.888,4.937,5.028,0
385,경기,6,5,4.857,5,4.286,5.414,5.643,4.727,4.888,4.937,5.028,0
386,충남,6,5,4.857,5,4.286,5.414,5.643,4.727,4.888,4.937,5.028,0
387,충남,6,5,4.857,5,4.286,5.414,5.643,4.727,4.888,4.937,5.028,0
388,충남,6,5,4.857,5,4.286,5.414,5.643,4.727,4.888,4.937,5.028,0
389,대전,6,5,4.857,5,4.286,5.414,5.643,4.727,4.888,4.937,5.028,0
390,서울,6,5,5,5,4,5.462,5.643,4.667,4.868,4.925,5.032,1
391,경기,6,6.779,6.81,6.667,6.667,6.5,7.3,6.712,6.849,6.652,6.768,0
392,경기,6,6.779,6.81,6.667,6.667,6.5,7.3,6.712,6.849,6.652,6.768,1
393,경기,6,6.779,6.81,6.667,6.667,6.5,7.3,6.712,6.849,6.652,6.768,0
394,경기,6,6.779,6.81,6.667,6.667,6.5,7.3,6.712,6.849,6.652,6.768,1
395,경기,6,6.779,6.81,6.667,6.667,6.5,7.3,6.712,6.849,6.652,6.768,0
396,경기,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,1
397,경기,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,1
398,서울,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,0
399,경기,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,1
400,경기,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,0
401,경기,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,0
402,서울,6,7.04,6.708,7.083,7.571,6.813,6.857,7.101,7.06,7.01,6.991,0
403,경기,5,5.076,4.571,5.286,5,4.684,6.5,4.952,5.127,4.851,4.972,0
404,서울,5,3.311,4,3.238,3.5,2.75,3.35,3.594,3.539,3.404,3.394,0
405,경기,5,3.311,4,3.238,3.5,2.75,3.35,3.594,3.539,3.404,3.394,0
406,서울,5,3.311,4,3.238,3.5,2.75,3.35,3.594,3.539,3.404,3.394,0
407,서울,5,3.311,4,3.238,3.5,2.75,3.35,3.594,3.539,3.404,3.394,0
408,경기,6,3.311,4,3.238,3.5,2.75,3.35,3.594,3.539,3.404,3.394,0
409,서울,5,3.311,4,3.238,3.5,2.75,3.35,3.594,3.539,3.404,3.394,0
410,서울,4,2.492,2.083,3.238,1.952,2.688,2.714,2.409,2.462,2.5,2.527,0
411,서울,5,2.492,2.083,3.238,1.952,2.688,2.714,2.409,2.462,2.5,2.527,0
412,서울,3,2.492,2.083,3.238,1.952,2.688,2.714,2.409,2.462,2.5,2.527,0
413,서울,4,2.492,2.083,3.238,1.952,2.688,2.714,2.409,2.462,2.5,2.527,1
414,서울,4,2.492,2.083,3.238,1.952,2.688,2.714,2.409,2.462,2.5,2.527,0
